GSM1358650	GSM1358651	GSM1358652	GSM1358653	GSM1358654	GSM1358655	GSM1358656	GSM1358657	GSM1358658	GSM1358659	GSM1358660	GSM1358661	GSM1358662	GSM1358663	GSM1358664
AK096671	12.69083392	17.044934	362.815203	123.619071	210.0616079	23.7995417	29.92366127	105.210216	146.3867387	300.1019543	311.9743762	406.8850034	372.1140924	374.4993253	275.0208015
AK096688	527.9377551	319.7811688	508.066618	118.1938773	218.0418271	341.660303	166.9990319	74.30034729	101.7252135	166.9457823	29.44372013	131.9899827	87.21696667	29.30564449	797.1842878
AK096690	464.0284843	223.2437858	190.7726117	46.20686641	114.2210422	214.8003792	85.73314133	29.44263659	351.2905381	825.5564537	464.5145949	171.6852258	540.4622925	917.3051933	78.90174233
AK096699	485.1743113	733.3427332	357.1894757	1526.467804	1652.274867	62.53352235	498.179405	436.6713409	1038.971184	284.107619	83.28959582	615.4888733	522.7296235	90.06377199	1777.619266
AK096705	45.84067862	89.70733258	802.7477559	573.9007941	995.4727207	40.37381684	125.7021472	268.8893564	395.1566341	1711.93549	178.2962284	1010.419467	1978.331645	599.6275468	898.7781689
AK096721	1154.605228	597.06026	1996.764233	381.5066463	443.3763501	1682.116397	339.1929901	271.1709388	727.5264155	1864.295922	1020.423806	873.4487804	1147.256975	792.5403935	362.815203
AK096734	163.7769383	20.76772601	128.118218	65.80024352	959.6152683	82.73118892	190.9819963	23.89287303	55.73826206	16.75991972	33.68106465	25.1782521	26.95394557	19.88911876	11.74765237
AK096772	4233.530568	345.5881619	939.3906592	362.2727669	3472.881691	4244.499107	2707.355053	1578.293919	21.30648243	100.7101032	32.34053642	372.9750434	192.9913735	30.94465012	2958.660009
AK096778	2055.240345	2407.196434	5652.363938	1676.519665	2251.924902	4242.308882	810.0502238	885.6659801	2834.139457	3980.024107	4014.337983	4311.630568	7035.733433	3387.956804	2381.581731
AK096781	3696.557759	6138.634163	7109.156804	3047.669108	3952.374613	4945.825399	1908.853872	2916.107876	508.1196699	4308.438433	2502.293763	2341.234397	2960.77102	2866.121981	1119.421018
AK096803	1251.082177	1339.48005	1822.929616	167.7518474	387.3344333	1912.245529	28.3597305	35.9409358	155.9000177	963.9544619	483.3886004	386.507288	531.5568573	817.1866742	250.1585437
AK096804	1089.529688	600.6994399	48.18991351	51.90492385	230.3659576	380.0846664	146.933297	153.8468246	320.0271612	442.8981722	1334.691988	378.8212318	40.6249646	1308.873295	54.64687291
AK096817	669.107207	266.9488363	74.10405498	958.8605614	1114.747524	184.9137391	1171.636578	305.5968047	17.14356366	22.51937016	30.27344155	38.83367474	16.79264983	13.18169042	338.6126876
AK096821	72.86411285	1178.406628	5976.150118	1159.419361	5182.392309	7299.098714	23.45421109	31.28963523	1649.771808	6216.735624	3144.282029	4724.568433	8224.830568	5062.096186	1222.884553
AK096833	295.3412551	132.5657354	242.7630943	1978.68907	912.8683525	120.2650992	1394.01474	968.7797187	468.8597983	531.5284866	297.3555032	234.6815285	404.9359506	359.6567312	1463.912524
AK096843	1254.567333	309.5715304	998.5417811	1001.838607	699.6656468	47.88872955	872.2150945	80.77221946	297.2901867	782.0522488	478.6591556	104.2779883	67.53551559	563.8998214	789.9160684
AK096844	5291.739107	2053.185683	450.6348382	3121.910006	2734.084649	5203.671354	2216.001479	2129.457932	1382.569554	723.835432	928.9232482	1489.834124	498.3337454	430.4811552	487.7150277
AK096848	1181.683628	625.8573708	209.9018718	793.1137746	416.3711839	713.4265882	805.6836471	752.0236695	461.9638492	705.8159437	485.5366732	851.5640832	736.8090718	1701.049447	578.1664462
AK096849	1038.804749	179.2253055	237.706782	117.0668196	85.36376828	1445.516061	178.0309815	108.9473935	781.1097581	204.1389216	692.1310471	2204.377003	26.95394557	45.05748956	57.12447907
AK096857	250.9842559	940.2826112	1935.581168	759.2006015	297.3999608	1713.697366	269.3149582	439.3940728	127.0465005	709.7336026	43.81572259	287.4446688	1634.80753	576.9575587	482.2969078
AK096882	14.61973193	51.59618904	10.29314138	12.89831922	27.42428498	136.154762	28.94807337	76.00081679	9.833454107	14.47366705	35.07712433	11.8356676	11.18372538	13.86328509	11.67948471
AK096889	123.0093555	39.93845999	10.84479984	173.5217306	61.76818918	43.03329932	159.6405665	1425.043441	50.59928973	124.8847401	313.620281	174.0689554	25.39804981	274.8384847	503.1937028
AK096914	168.4238917	64.8459322	273.3644856	216.6900023	547.1292376	978.3686894	683.0868207	906.0356887	376.4477734	138.8261647	1326.843188	944.5287373	332.5069596	725.5120173	148.2056033
AK096917	242.5007106	48.43230542	276.9797261	171.2183159	14.28111688	89.17833056	1122.58546	1394.650062	1471.749129	359.4243403	786.1297233	821.0312459	472.0499316	171.1904781	304.9131513
AK096920	98.43312569	529.9384515	1515.286588	303.5036713	487.2910083	587.6183644	15.48388025	49.64984445	81.60796662	932.0871445	635.1965214	1479.13311	2356.232664	1371.917669	173.2115931
AK096922	1885.041558	1047.811495	187.1358752	1422.72031	413.1777592	967.5313834	851.7977845	751.5828418	474.4378906	44.93244653	436.0979611	233.360462	146.4842837	346.5012202	869.0460017
AK096925	209.7214368	37.83411028	42.57986697	19.8255989	27.42428498	71.59787731	125.0670934	51.13753793	92.34927076	102.0237571	13.63758092	73.52576191	121.3350773	32.92121621	78.90174233
AK096926	844.9082737	248.904853	84.92524778	38.39066382	441.3757688	184.9137391	209.5987965	42.5737983	287.8619821	168.8040751	231.3033075	234.6815285	89.1142832	53.31099952	180.2809731
AK096928	1118.838777	172.1503609	331.9694508	382.6518536	540.8370123	1684.454063	92.81840479	83.35427	58.49155513	304.4238962	115.3731857	62.21225894	253.2426024	260.4077761	155.5940742
AK096942	20.17220717	88.68257377	29.1182404	38.39066382	23.46299828	145.7687827	30.56606711	99.89324472	24.11540796	19.97337656	16.79993538	25.64582009	92.93939516	369.2020317	48.58742644
AK096956	119.1189586	92.84955822	96.26212766	153.9909868	795.9496388	50.85755847	134.4769241	256.3611977	41.57397062	69.07508583	66.77602641	77.97096585	90.98472816	37.09194775	138.3186189
AK096957	1089.529688	656.3952853	1726.867431	234.604775	392.8483655	320.4929248	133.485324	90.80076001	458.1699284	1186.361182	1282.673635	603.0228064	3089.628096	1771.550331	185.4659217
AK096958	584.4397846	313.5953888	146.6840765	92.94925005	2141.812498	830.7593443	192.4597219	135.1035725	56.43384627	64.09754441	107.1093108	79.28355089	22.55767093	14.17658743	111.0673092
AK096961	86.38822195	12.41231729	2500.920732	80.64803744	56.44304377	28.07518945	43.36012688	53.83414677	61.03061861	403.1302948	127.129009	75.76374758	111.5090517	30.33138832	317.8123515
AK096966	117.1732499	69.44679476	551.391453	31.30371458	155.8540948	67.02716262	66.72812711	86.45251182	201.2657385	85.20005481	600.3887184	55.25284912	1069.370003	281.0527325	248.9776648
AK096973	714.655382	365.5773597	1821.652812	146.6880032	181.4107935	470.3853788	51.25850657	43.16237706	73.18456687	954.0336993	381.5899529	712.6150077	1941.80427	1398.970927	76.19869249
AK096974	13.91459715	44.01118941	322.8525062	556.5611025	537.0691026	163.8800469	119.4145092	269.6188015	54.25436581	96.76915907	65.6041456	38.02018237	630.4037608	1899.023199	85.32109277
AK096981	604.7218967	92.84955822	2074.238981	30.83753443	211.390981	343.2081978	186.9127851	18.72534765	615.520502	117.8419573	2111.189945	14.44071392	849.75763	1445.111125	208.2960534
AK096990	257.3533055	623.4527785	96.85168421	193.2024896	490.1003569	2265.171952	102.5142703	81.8386702	21.30648243	91.46988027	79.49006471	191.9842037	116.8079711	41.09581965	464.5335837
AK097004	815.5817715	121.3350773	92.1599326	212.8823367	181.4107935	60.30614284	79.55176597	205.9539228	79.54300961	607.3509179	35.07712433	72.15102607	20.76659932	175.047828	311.806731
AK097032	163.7769383	37.83411028	234.4553653	557.769716	30.43426101	1290.399471	43.58651098	40.67709094	61.03061861	99.29985697	94.50445038	212.5323438	2786.246376	138.152805	118.6815095
AK097033	859.5635864	2190.491409	2224.505137	423.2415154	765.5764211	5114.149444	194.7453937	157.6224974	446.8741058	1298.207829	629.1379128	150.2960171	2457.329053	987.7208771	541.108712
AK097034	131.8803955	19.36709131	469.4058821	25.76414488	272.4557069	165.3794768	93.15798788	188.2760427	571.1058983	609.1791511	559.7907443	57.58585382	19.58859375	511.5522744	652.1699729
AK097045	64.65259369	277.217836	1666.843503	794.7853232	28.39011451	1402.92632	399.570726	298.3664472	461.3055591	797.8038683	595.2021093	500.3533197	222.478237	274.8384847	881.9621164
AK097048	204.2668793	1431.970978	2152.412778	157.4938643	2839.359119	1220.329364	5075.987646	1418.106548	824.9665899	1966.649877	1802.679792	1951.886963	2105.303233	1046.356143	846.0418757
AK097050	140.5355944	153.2478286	4242.784837	640.9945755	168.5222035	1929.639751	25.0559862	31.09904472	453.1944579	4068.832646	4973.999893	2713.077973	2325.158663	2529.622135	47.22179433
AK097091	4999.998433	5784.671017	6510.322141	6031.937309	6252.083264	7555.760905	2180.330058	3667.030118	6324.041129	9631.294388	6565.270905	6585.687309	7482.622983	4677.370231	4470.416017
AK097099	133.8282314	86.69074074	110.6123106	98.53066103	600.2775948	2495.546923	22.99346756	29.92960854	35.3791691	83.59046637	72.42307085	20.67507772	17.16965294	25.02708502	105.7991827
AK097102	937.5628317	674.8848458	457.1089293	314.4006549	3993.259332	1425.016197	195.1365218	108.1018175	121.8892311	700.6086547	476.6343973	301.4491211	1366.708192	435.7425755	152.6403144
AK097109	33.5818624	14.19694615	863.7913013	131.9689449	43.9321267	1655.469551	113.3698244	340.0936728	72.88636977	477.5067679	620.6197968	208.2960534	372.1140924	828.1606397	766.5120097
AK097125	3929.3395	3166.476635	1566.264927	481.2410222	2258.822806	234.0402576	199.4707838	268.2516653	674.8848458	1989.636187	2118.916503	1507.401377	671.0137439	995.2644061	1947.724878
AK097130	488.4068976	476.1335931	224.1961791	305.8366489	14.56375833	393.6942068	52.97189236	201.5041013	65.20503701	33.01182382	52.08470735	41.77200558	163.6111393	17.64341804	82.149433
AK097139	500.9554176	215.7242446	1241.927008	285.5275215	823.8165706	20.86612018	204.4187504	143.2820325	547.2776849	1527.21504	370.1789079	481.4775863	940.3336031	58.03414498	1528.006962
AK097143	6097.304837	4449.582815	8540.170568	4145.228096	4684.899781	6743.752702	1937.72897	2805.804742	3892.123601	8279.355511	7078.596523	10303.89371	12981.86855	7915.413377	2920.123438
AK097144	215.4673075	22.39542923	1704.165086	467.498565	48.58434435	54.81348934	860.8079972	631.8556799	614.7337094	1057.762911	1433.444057	1189.5801	2397.208837	1053.505113	787.1630939
AK097160	149.4786094	293.5659788	558.5075923	163.106088	69.25091612	267.9625687	23.45421109	74.72719224	40.1597769	161.1153409	24.36680512	46.66192058	39.74003586	65.24217786	66.4179609
AK097166	83.25113637	483.753439	462.2372867	23.14764913	26.93204153	407.6359086	435.9454799	397.7647305	571.9162854	112.1600615	183.6971575	198.7006058	79.44700609	94.91093687	768.2317171
AK097172	815.5817715	351.3047216	971.0041566	1331.62596	307.8574264	2091.39092	939.649985	208.7602126	1320.119179	195.4283209	1631.28317	75.00590423	332.5069596	1010.07393	1229.436532
AK097178	485.1743113	167.8298809	199.1124454	266.1410102	328.7949257	73.8749696	219.162805	40.16788269	99.16649666	505.5855456	494.5998096	555.6664621	351.5229042	416.0544552	521.1739688
AK097197	103.7957403	2013.282784	372.025459	489.1999845	245.3265685	139.2573797	86.82316215	359.430801	352.0263251	40.1563305	139.933539	147.0071018	53.48506472	73.95892006	297.4589496
AK097214	68.75920416	364.2575965	441.1612818	302.3357122	28.85118	661.2781907	135.3885622	135.5827645	67.07160188	583.0156761	22.69827271	72.15102607	101.7915014	23.66065226	875.386147
AK097219	1555.370293	526.3459599	943.3333394	205.074237	945.8260139	685.5963828	364.4620832	242.9151795	206.4123573	1164.625034	263.7319969	58.13826929	197.5409103	308.5633282	254.489692
AK097222	239.8379584	1072.474038	151.6186262	143.7511131	502.6582986	443.8828106	27.98370259	159.3348636	273.7625964	261.9838338	220.8725606	149.1738417	606.0158303	266.626941	180.916944
AK097240	1882.92468	18.33477937	18.98870975	25.31875871	52.10388786	41.23177619	18.91511817	91.60843094	35.54990713	22.23569193	77.32316978	24.28592263	34.77647717	13.31247472	30.74269018
AK097244	366.0345621	12.95785167	181.5802572	1170.682892	32.24500487	11.29895188	682.1276112	515.7146207	449.2859849	115.8452247	175.7187822	58.66881061	68.27296451	697.863692	747.3264409
AK097259	283.180528	354.0810914	3870.817534	858.4360007	5871.635961	2624.842127	399.1558331	326.0966949	820.3432725	3363.316804	2838.90867	2508.74667	1185.185829	2531.64303	1024.178872
AK097266	13.65991554	74.34076198	14.50785937	63.6879216	801.117434	22.95308414	218.0780799	502.4929146	56.43384627	14.97886166	18.67610012	23.24811905	33.96498982	31.28411501	271.4748163
AK097280	1266.796531	658.4326956	2334.001529	644.3155181	522.7761244	680.9536912	130.2438321	116.1557973	966.7748015	3172.646523	1202.309369	603.0228064	1623.706976	1461.524933	465.7790336
AK097292	1169.767341	153.2478286	1236.640692	315.6293745	291.0796007	124.4054145	103.8397522	126.7694261	104.5840769	116.485527	320.655851	158.419585	480.9053894	489.8384588	220.7873975
AK097302	1511.911891	2694.377811	756.41505	2172.528693	547.1292376	1475.552584	1506.501766	1474.270511	695.1109756	1026.071175	1044.808895	230.493275	783.797574	1933.037522	1134.352085
AK097310	325.7900446	399.819014	4267.453714	643.4686338	61.76818918	1844.729107	70.99752075	23.20111097	1106.905854	5154.946635	4698.471579	2403.981055	4224.262422	2644.924976	23.95476024
AK097322	10536.57248	7381.574613	10458.00652	1216.054524	10827.26607	8841.922815	13086.31293	6779.79186	5867.900231	10160.94765	9374.906073	5701.775287	14258.96697	8670.969219	7852.998545
AK097325	378.3427348	931.9248973	1256.049059	214.9260429	135.1822968	1270.375495	114.035295	121.3014611	115.9366878	350.3428005	311.9743762	213.8627278	108.3108688	176.2444013	223.8605513
AK097327	1126.407595	725.9418463	986.2311656	468.4387191	993.7774193	884.8646938	282.4579487	225.8920739	492.315883	883.2614502	910.4204161	1065.12641	380.6134151	326.9578922	162.6230153
AK097334	527.9377551	3476.340118	5589.449219	1689.24929	2913.976472	5970.913995	1974.633275	5985.910568	3175.493377	233.9809747	1436.173641	2115.1866	244.8861958	93.3798452	4310.04259
AK097337	81.74277025	364.2575965	2980.287143	295.4909878	1498.093198	1228.069945	339.1929901	51.74573331	313.504718	1584.762376	2050.111204	935.7394197	1346.288337	850.838952	206.0365749
AK097338	109.5281541	371.2212587	278.0224436	26.92334292	622.4145174	57.010374	56.28454162	42.5737983	94.36532823	233.9809747	372.1408092	148.060001	328.8480718	153.7085864	80.0187191
AK097339	357.2885296	177.8361264	48.95590858	327.6929301	224.3005775	364.6082062	225.0701799	52.15983374	21.92337378	38.57466896	155.2773962	237.5484907	164.98594	282.6158875	76.19869249
AK097340	23.17822238	34.21316463	515.4437908	1013.493714	67.26901693	1381.251496	1062.277164	91.60843094	227.7384309	93.77703101	257.6220245	165.3794768	1393.506219	301.9836261	458.6627389
AK097342	457.6068143	72.41707043	658.3811787	623.7076444	80.04453055	147.5216344	1330.374999	1607.518021	1245.232952	1156.20804	811.1782532	1399.189295	1062.163575	860.8079972	1076.814625
AK097343	8623.085736	6605.022927	4755.171579	9057.63068	9061.998658	9864.277084	7989.861804	7403.427871	10382.82405	7353.069219	7223.882815	7200.65259	7765.426804	5634.55804	7052.079781
AK097351	24.04142834	327.0632639	2719.745498	708.3625093	78.95219021	35.46974679	332.8209677	626.3724389	1498.668541	1791.065346	1966.838638	1816.883418	1412.329668	1101.796046	1816.627836
AK097411	3432.654388	1712.342225	4569.401916	2345.04274	4247.377759	3585.943714	419.8666098	362.2339323	1683.97293	3996.488433	5462.099219	2067.60519	4011.288601	4740.369781	2345.804754
AK097419	408.7576015	254.8725677	45.56560743	43.16091349	718.5657757	446.4248948	133.7712784	52.15983374	18.07876037	64.09754441	27.51761216	38.83367474	21.62520395	19.88911876	195.1819104
AK097425	2605.566021	329.9070731	132.9534479	491.6504324	30.43426101	940.9442106	764.1020622	533.7864802	481.2296178	827.3624647	975.6961922	308.5572669	92.93939516	66.5492558	488.275043
AK097430	119.1189586	143.9656423	393.0161511	57.78365167	132.7020345	176.9043052	15.67038881	31.09904472	171.1705881	115.8452247	44.27805891	153.7126875	62.29741594	98.34053823	33.59323683
AK097437	378.3427348	72.41707043	1411.948049	53.2741988	115.3646651	253.5486375	93.15798788	59.22015671	223.1088331	1672.483601	685.4007474	343.2133664	788.8426594	477.78385	78.90174233
AK097459	1325.033118	702.1778605	708.6206825	460.6401452	554.6470687	1130.007464	282.0970269	146.0459536	428.7296114	253.6856176	268.4327636	1082.453448	391.0700734	79.57514251	153.7798675
AK097463	119.1189586	1395.158353	459.8134741	768.2064332	159.6682444	333.7786344	223.5934975	277.2635663	854.7151865	952.0153122	1319.083855	107.8969507	104.9779428	896.6772679	330.5483148
AK097468	414.5921541	154.5861924	139.1324821	124.8027358	36.00163656	139.2573797	104.1635229	211.3798611	160.1136498	539.9772848	257.6220245	131.9899827	156.4351489	852.8013732	41.40680753
AK097480	237.1126082	215.7242446	175.5780111	163.106088	294.9489792	399.8074977	73.12809623	207.6638669	134.9694418	34.13422042	22.31713583	37.65233389	123.5926876	12.68530241	40.06540226
AK097485	1218.734232	662.0766658	1218.300327	122.0082284	236.8438171	389.2451718	200.4182978	214.8573391	556.7183984	924.017473	926.4867413	1161.473436	1334.71816	663.4670178	236.4987748
AK097497	50.01160549	60.11017856	1167.424872	219.6058911	153.4795562	94.561496	43.36012688	76.88116624	39.74152364	284.107619	673.6104868	3353.166635	1438.418671	470.8070843	15.07118547
AK097501	83.25113637	137.6565163	120.1340702	19.57760111	447.0973766	230.7750756	104.1635229	27.07634023	37.85894188	21.30501581	92.8359789	87.57518353	899.622847	31.28411501	23.69865651
AK097517	9312.874163	8165.186747	9660.629893	3957.325174	11975.40675	8629.875174	691.1101481	207.9446697	8132.026635	9923.261579	7967.776916	4604.210905	12167.32855	7769.723826	1082.304234
AK097518	392.79884	19.36709131	1163.789316	132.5597996	194.2493854	238.8800334	17.34263552	16.35149708	149.2951255	793.790516	260.6915298	532.0312079	3361.761804	2926.750348	35.14563226
AK097525	550.978204	118.7052082	1287.518605	256.4494196	483.4830891	62.53352235	306.734819	143.5406981	151.8357686	1234.215868	460.4902401	317.0913723	123.5926876	282.6158875	51.80972298
AK097538	119.1189586	1532.429517	569.203472	54.94121105	489.1489851	12.26885738	955.5725729	317.1890496	77.52564904	112.8428424	562.0542275	357.6224924	207.4264854	235.8962024	598.1123805
AK097542	6994.751691	6498.534613	78.81535246	3148.005399	2900.123046	3004.43203	1328.427992	2071.181261	2538.309647	259.7886687	222.478237	1307.872555	100.8114504	334.9620651	4601.323377
AK097555	20.83508281	2022.771952	562.6551276	46.54220429	33.50320079	26.98012587	11.04134738	11.67514706	32.90505334	422.5065399	602.5201849	1381.788989	956.2482813	311.765891	12.09463972
AK097556	27.08234969	292.2074472	81.41505965	31.54597367	1896.449884	16.75331257	18.4587488	387.3910811	222.4959893	634.6547107	173.1453287	403.1302948	583.1324912	173.7883469	1068.975936
AK097570	55.8004529	73.40966293	89.79739682	26.92334292	38.09088138	80.18291885	19.41197081	12.43648768	38.66727233	31.93053288	503.4565604	19.89874419	237.8102419	387.8258916	14.19491494
AK097574	1455.332559	3513.952365	5605.579107	2202.38534	31.05996808	2086.317925	3898.012253	2166.597278	2642.714023	5111.4195	3990.293826	3594.081017	825.5256672	1884.458732	3666.31832
AK097576	362.9564696	479.1498379	245.7443006	1908.480051	175.0157109	366.3064749	1694.469431	1119.151355	1142.032925	536.2915406	889.1030342	378.8212318	472.0499316	518.5302298	998.9117896
AK097588	4281.614388	3763.429051	1424.443592	4038.571804	4689.428545	1688.252239	3883.72304	3760.41641	2975.730739	1516.052146	2282.681651	2905.506585	1610.196946	3674.482028	3693.638208
AK097598	24.04142834	1078.453672	1769.601595	338.5129564	311.7569611	1263.496943	12.90246979	30.10926846	26.59764605	584.9856565	98.59011023	59.84102062	2103.467668	748.5227448	107.0824362
AK097606	229.0726202	421.4309556	1173.804108	2723.767462	115.3646651	175.1521723	4018.520118	2525.819221	1982.375256	911.6379538	1279.89809	1658.281281	1350.307949	1630.96034	1473.631748
AK097609	711.876056	124.8027358	98.23242478	667.2455035	283.9143881	37.8265163	158.3798449	241.5027023	120.5080588	104.608972	101.9848254	32.69814222	10.69959044	11.77221124	410.7249862
AK097619	147.1865259	31.31624475	25.94146233	27.53033244	78.95219021	37.01272865	109.5761435	118.3740534	23.6955815	33.86196604	22.90720092	35.16827848	24.85244774	71.96407577	17.26239064
AK097636	254.1826095	35.38639962	973.672229	958.1851636	285.0456711	1450.042573	444.8159989	940.7023528	885.3117695	427.5101543	3278.069669	475.6617267	1085.614367	1214.034821	949.4061603
AK097637	504.014266	18.33477937	647.9763738	82.50027652	87.36724004	12.64005359	128.2830278	211.8612012	414.5163325	171.6406086	252.4016732	113.3594919	673.243091	118.2574933	87.05981058
AK097639	101.9795882	656.3952853	847.8987151	1354.337268	1144.282832	763.8704526	2375.289019	2232.641103	1900.219703	1366.298162	1492.281899	1605.677743	1066.709953	1181.312448	1399.411148
AK097644	17.50790052	21.07541757	13.6048704	11.70651582	19.66279085	18.2327989	23.77343058	15.45580937	11.05002869	10.91908134	10.94643525	12.18226863	18.50913994	11.12614306	19.59664762
AK097656	709.2490855	935.9024678	2726.194428	662.6019823	374.6772377	1147.868831	95.64890274	59.77528256	604.6653397	583.0156761	1268.203261	644.2328871	3022.826637	1448.497118	44.66960146
AK097664	482.0793761	208.7180848	98.23242478	95.45364938	1035.247474	78.86570511	106.0965157	164.8260502	261.8832894	176.5111398	421.8769824	46.66192058	44.99531731	30.63559966	1716.294996
AK097667	89.60677365	12.67638652	990.4845927	102.5997409	604.824064	160.6067753	24.87990143	14.8443977	172.8475304	1866.369715	462.4561845	611.3894965	3602.082478	989.6666334	268.5632188
AK097668	86.38822195	116.2540795	16.81995328	35.21520292	200.8472396	314.2628953	69.61614682	112.0519828	18.23249442	17.61331475	40.38551434	126.8996506	56.07694744	14.87151124	284.2547228
AK097719	362.9564696	1203.604554	2764.421044	2970.723604	1647.472442	1173.213825	1767.893234	3036.353266	1262.777393	2463.305889	861.6640885	1930.842754	498.3337454	841.9171923	1783.849096
AK097720	507.0969772	341.5030635	585.970305	520.2700104	250.5606986	257.4743192	298.0893505	323.2313863	64.88007435	60.33132581	36.54037264	12.64225451	57.41692159	43.25437948	588.8715766
AK097724	86.38822195	33.01997493	17.7254947	14.15682083	283.9143881	61.41926293	16.14365072	46.68093402	55.73826206	108.1235407	36.16565808	36.94479542	69.58405126	89.23316658	36.79456374
AK097725	161.2838224	218.7234588	105.6943283	20.07676325	30.43426101	15.08932688	271.1029094	12.9180033	25.75609018	223.9844113	115.3731857	80.72374177	2386.016595	137.130721	112.1081108
AK097741	54.68731886	14.69798294	694.0612253	120.8379457	71.1663481	386.0279472	12.26996431	13.88681659	51.85288628	437.8584723	446.1827891	306.9219602	96.88440971	173.7883469	15.30856012
AK097743	87.99285355	54.14996546	608.1559071	203.8261169	100.247221	37.01272865	46.97859984	34.42565384	134.9694418	1438.098983	803.7934339	204.1174347	2183.541594	387.8258916	46.7913232
AK097746	168.4238917	99.68736937	47.06554239	62.84526315	126.7590874	175.1521723	124.1408066	47.33225129	87.42765564	138.8261647	56.57806031	219.2182083	495.7836805	245.9321947	319.1211757
AK097760	304.7686082	247.364776	338.8797724	58.55774732	1319.419188	162.2887145	59.92861284	23.07493958	22.5492579	45.66453615	187.86016	226.2405111	332.5069596	323.9213762	33.20499537
AK097770	188.2548641	605.5463573	680.8062327	119.2404982	577.4980329	1085.614367	97.10075686	116.8103851	133.9479149	512.6212823	238.7607609	382.8230965	1462.499034	401.5872612	392.7922705
AK097792	50.01160549	19.64154874	236.6975651	105.2333985	31.05996808	89.17833056	82.759021	213.0758872	81.93651363	242.0557296	41.66785809	202.7005382	55.39720935	48.161864	143.579912
AK097796	2585.144637	802.0385156	1058.746582	2021.412001	2609.093714	410.8332439	1637.969421	1702.61256	2509.670263	1385.241615	1504.233771	2132.448888	823.4084303	1451.985397	2064.870425
AK097804	1299.822984	1598.836694	342.2380909	120.2650992	221.6825904	243.8310685	179.5676608	1712.249977	1009.548013	499.8909828	454.6024581	313.3657425	303.2853309	456.3028379	385.3294769
AK097834	685.0187999	1384.537489	873.5896531	366.2640994	838.592216	1518.705023	136.4930204	205.3684856	3400.420118	812.1249215	1858.896627	3558.703152	400.9529552	1590.583971	1544.87895
AK097851	2917.272258	1702.574975	872.3464025	2264.072748	3334.596523	901.9640058	1136.465	1951.582228	1773.892082	1128.421273	740.3904703	1177.404161	90.0307593	165.0530495	2086.317925
AK097855	727.8594418	408.0879753	197.4540029	54.05557321	202.192837	405.9640918	40.50910343	51.51534257	96.30266033	268.1265824	90.58819098	86.11447084	380.6134151	222.6397222	87.64858405
AK097861	764.2761975	170.6293637	744.0476413	201.1569692	751.5911564	420.4483014	33.89956308	63.48744293	142.4449091	797.8038683	444.344868	332.5325926	556.9307747	831.5046923	231.5141834
AK097864	1043.158429	613.4897136	321.5882219	329.5667073	335.211443	578.7249771	127.9869188	144.3119511	115.5206597	1149.308205	500.9848558	523.7732835	425.0499733	562.2614729	87.64858405
AK097866	619.7363273	657.4499051	962.4279649	44.46524656	54.81596032	593.9153364	27.79181952	43.79570371	70.90916351	647.5365262	1191.998159	212.5323438	596.7009122	228.011693	31.44437049
AK097878	790.1599835	374.1813092	218.3607792	743.7709955	306.6962796	565.8526147	171.3489863	150.4341741	226.5938603	503.7847524	304.9312974	339.6915957	357.7468209	690.0543215	424.0704511
AK097908	1097.567469	303.744733	781.4089854	812.4315444	563.7402735	701.8499444	302.7426011	349.3833595	425.768216	695.1894769	1448.112514	184.3865823	22.78336656	693.7264342	356.7345494
AK097920	16.41271936	74.34076198	2151.183513	257.1056062	357.7219291	3274.629894	21.67648027	54.05039254	519.6678732	2027.504709	718.7626628	1772.735683	4221.154163	2471.527098	15.07118547
AK097924	392.79884	464.8573049	614.8753951	118.1938773	267.3680785	157.3926135	20.97360851	52.82135659	140.5031466	948.2277743	725.9860598	174.0689554	643.0021398	382.6036396	21.28038308
AK097937	764.2761975	230.0133683	329.8388509	158.1241733	889.1610093	318.7838533	46.23307474	86.09677589	110.0955143	663.8374271	304.9312974	391.7982332	1695.354481	1037.206128	101.5361482
AK097965	239.8379584	1955.039086	2511.118237	944.689943	152.3276012	1570.689851	465.5557523	468.6895268	1012.50056	311.5003152	1181.443291	401.2335541	533.8520827	240.2072944	1100.122834
AK097971	906.8617004	1072.474038	810.4461714	885.2855897	598.0902465	880.4437383	284.557393	514.1088976	123.3200184	109.4197987	370.1789079	578.7877045	84.56312426	48.161864	1110.373247
AK097976	3671.653601	2991.593941	512.5196507	586.0476641	2382.622793	384.4911028	219.8482874	242.2237356	1090.614802	2943.269448	2059.322575	1542.120279	1085.614367	884.705636	2242.269176
AK097993	166.0563109	27.24009505	540.1227411	83.87854039	710.8278332	160.6067753	123.3954525	276.9227634	35.21042081	221.6914619	208.8278546	231.9083781	388.9986782	1208.578246	48.58742644
AK097999	510.0855059	250.4839958	297.5537836	242.1976685	426.0524649	643.4686338	281.3493939	268.2516653	175.1240986	163.9660465	65.6041456	109.6899201	17.60080712	49.23804079	989.3701856
AK098011	491.5870617	3142.913265	4749.992478	550.7804566	1656.361175	237.3088873	1981.778626	69.12172774	3195.606635	5805.983938	4970.836579	3430.345231	6491.177197	2703.732021	507.7561128
AK098012	301.5123905	316.5743409	1091.646895	196.9959895	277.5878351	224.2238005	26.85068258	49.26485586	134.4707443	327.7478214	3968.931354	359.5306202	701.0768617	1379.986522	580.0134786
