GSM1358650	GSM1358651	GSM1358652	GSM1358653	GSM1358654	GSM1358655	GSM1358656	GSM1358657	GSM1358658	GSM1358659	GSM1358660	GSM1358661	GSM1358662	GSM1358663	GSM1358664
AF166329	2416.326394	874.1552934	1485.67754	1895.41334	1566.413579	656.197845	2375.942496	1223.462596	5292.960231	1043.066632	2285.403305	1332.109886	920.8349228	448.7504297	450.4506679
AF167994	362.9564696	50.8326103	343.4252267	88.09574745	435.4508166	42.13971906	85.47419382	62.39238713	116.7941138	17.31493057	58.27797863	21.853086	156.4351489	15.15340617	113.7268796
AF170702	14.61973193	10.49163524	10.91974402	15.01303074	17.56348992	20.86612018	19.91651422	18.33836857	37.22321487	12.82247116	12.46199449	39.23237879	28.64561794	11.63513616	89.22333945
AF170724	2546.80233	1551.89621	184.1728166	3100.138883	28.85118	26.45174955	1311.415689	1075.102559	617.8009157	154.9997565	273.1082705	981.0718045	51.56245241	344.8434585	2000.90891
AF172085	5113.873826	4505.038938	2061.351661	3269.762365	4183.673938	1672.045906	2503.970108	679.8555468	2336.33921	1659.607566	2394.053521	2905.506585	703.5535793	1605.137757	2208.962872
AF172450	5024.794163	2713.024209	471.9518343	1502.433467	2050.632662	950.5752104	1021.987987	806.135281	1175.196236	595.7328097	545.0466497	840.3277549	136.4801683	229.4621728	1703.263739
AF172818	1912.99097	1602.266458	657.0812791	2028.273625	2524.51102	2130.564219	3878.739781	3098.598433	3061.266692	2311.675056	1795.352859	2891.37417	1779.326631	3966.097759	4050.569332
AF172819	334.6245558	985.7585713	469.4058821	400.5751781	250.5606986	11.11379366	328.8179594	13.51348589	430.394222	164.9536973	1377.617311	9.91073942	1805.078484	479.1940514	922.9093946
AF172822	636.4987885	1530.555676	2808.424067	1154.054652	408.5186492	1440.897538	1331.219562	1716.378704	2390.247699	1786.658416	2327.102749	1876.456511	2804.525529	1862.057177	3026.807311
AF172850	1905.290661	1205.666107	3950.887197	463.1822671	1467.402268	4787.575174	166.9990319	175.5413694	982.4168626	2531.82539	1448.112514	891.1271928	5266.781747	1793.320037	373.3647354
AF173157	156.3696478	2344.275549	473.3088115	2471.13384	4886.182365	1004.592674	3085.024782	3579.979219	2504.705498	2078.648316	2093.018969	4101.163152	639.0110426	1304.001489	3855.265231
AF173891	21.5661405	26.30387843	44.46310061	217.4035925	20.29471247	14.76552363	621.8042253	550.3918387	62.748463	32.18658816	73.87992439	39.63943337	53.48506472	35.8405399	244.3076761
AF173898	67.40071197	13.94556542	198.2729761	427.8672919	44.68545301	111.4544281	2282.640471	1355.954243	591.3993039	132.9611912	329.5667073	584.8234324	142.8070597	410.6376135	742.6474525
AF175409	63.27818461	16.84931318	84.92524778	316.9224395	24.70713769	29.22857279	148.4513309	16.75621928	14.29855585	15.10591318	52.65997904	54.65473541	14.81866626	13.72237117	25.32315802
AF176039	3067.042984	2843.52822	1485.67754	2140.270729	1923.479013	3182.093433	1124.388621	1104.071878	493.2030959	1315.915971	217.3895656	359.5306202	467.4647617	323.9213762	1433.082246
AF176646	18.89281044	121.3350773	46.30216071	350.0152552	271.0764221	100.1298723	1145.558183	1216.599667	600.1603979	221.6914619	283.7992804	283.7422122	19.58859375	917.3051933	936.3562635
AF176812	175.7517323	81.28637173	1752.178253	178.687818	1293.588793	221.0462831	287.4770973	359.3452001	101.2795494	265.6671323	411.0814485	52.48291454	46.77880296	184.6220006	860.2144153
AF176921	31.31624475	197.5215845	42.57986697	56.96051165	26.46503969	555.1613311	25.77428843	22.95546419	41.07686986	41.48622663	421.8769824	212.5323438	177.8361264	99.28298907	19.38801143
AF176924	3344.510118	5419.109219	3848.783826	6656.576747	4364.518208	4111.170118	6890.818545	5624.501298	6237.927141	2698.795113	4282.346747	4277.881523	2269.967399	4058.70304	5557.621467
AF177203	2413.249328	5635.234613	1537.101997	3437.20995	2017.691053	2367.748782	1663.727403	998.1334357	2376.92507	1026.071175	796.1014539	2067.60519	36.0289521	1080.200734	3008.331693
AF177342	1423.15463	959.4640925	578.6360709	919.623263	1188.915932	5509.881804	2266.29323	1830.234851	1821.321436	290.6762619	955.3548764	922.8612486	1017.817239	1051.723607	1316.630737
AF177761	2462.468867	2861.247206	2458.749553	2283.021876	2869.647543	2209.923984	2120.415573	3662.658826	5255.02641	3662.865736	3139.423489	2753.614193	920.8349228	504.4130447	3070.182198
AF178941	334.6245558	111.2377969	73.62004118	1583.223087	224.3005775	68.10685895	818.3607045	1255.550343	639.3206933	583.0156761	47.55815215	117.1425216	21.85391836	54.50358873	63.9019607
AF179899	37.50948037	58.31525652	1989.241852	2092.75616	119.8889841	57.010374	778.4667593	2427.14961	1105.373636	1921.132114	1167.282871	2532.993588	3621.580624	2060.170298	932.2457962
AF180519	1465.452474	829.6502236	972.3487546	271.2636354	650.2959668	399.8074977	132.7328909	163.1103001	341.7092467	354.7655266	788.5838357	928.9772586	813.2413584	543.6998521	305.4114115
AF181660	1894.350264	886.9429128	2447.185826	955.6333033	766.0649649	158.9528464	1363.591544	1201.828465	994.6726112	1659.607566	1382.308135	2082.30824	2336.719646	1132.285447	994.2359824
AF182034	536.0237899	228.5872897	214.3916751	94.86496675	191.4821042	199.7634085	34.12202212	77.83780911	25.23621272	189.1050804	140.9918843	118.9869717	144.020546	62.77792133	63.4181221
AF182038	121.0521648	422.8785753	224.1961791	142.4662048	575.0700666	984.2435911	421.1719167	546.5253713	266.1191678	310.1892866	182.2061829	446.1511978	520.3809835	888.6589875	662.5753093
AF182417	2111.694297	3188.930231	1611.311653	1976.016294	5195.004725	4592.784613	4454.457197	3137.601916	5978.733658	795.9292895	3173.655287	2069.736357	3874.063938	5414.551916	3894.543714
AF183422	3727.066073	926.2547226	835.8662601	2839.095805	3796.939107	2041.102176	3917.69332	4368.489332	3210.410231	1194.750257	2523.040295	2950.691245	75.17689832	161.7818876	3578.224444
AF186779	80.28292687	413.7156426	483.362688	158.1241733	672.2336623	486.5513482	1371.993512	1485.702147	798.4438236	978.4099054	370.1789079	810.9067875	2670.467712	2045.478043	702.1480852
AF187724	292.3323385	1224.930733	83.80757443	543.2125683	257.2738074	39.52088958	733.9035323	652.3190712	203.3462113	163.9660465	147.4853421	139.4527484	72.76177852	244.5148854	568.56106
AF187858	420.4807397	42.6531058	247.7971944	543.2125683	1118.949557	89.17833056	433.9840859	211.3798611	1009.548013	34.13422042	452.5323945	154.865655	273.1082705	410.6376135	546.0340169
AF189713	4694.631691	4009.791804	521.4048203	2657.494012	735.8567676	679.3143379	1375.887715	1950.973727	707.4306285	246.9216436	440.1516664	827.3458918	188.2041677	313.3325345	1089.360098
AF190155	77.35286055	63.87118644	103.7062344	15.14642751	29.83521831	59.14081768	51.98528194	63.48744293	177.4366281	122.6774674	53.795033	167.7763603	374.2310184	146.500267	53.24472531
AF190160	45.84067862	54.93041205	12.33825029	49.4041874	1022.154231	17.22225362	600.5820831	675.8580273	161.2404149	18.87909553	121.9390826	38.83367474	47.34062946	78.14065176	328.1626896
AF190162	127.3896297	62.90378538	41.54823093	20.7477847	1165.467064	50.85755847	14.66420035	29.44263659	17.70025887	29.77603949	38.7868676	49.44094418	98.75347994	36.69241325	15.82882687
AF190748	28.17824385	85.52443926	1063.106889	107.5015371	18.30153198	15.881666	40.9927795	104.5758419	336.5265341	479.1793323	91.33667242	471.8403999	2910.14754	459.7333635	147.0023068
AF190860	292.3323385	180.5977313	14.29064354	24.42707929	164.8978842	147.5216344	13.3250409	32.90326413	76.88519345	13.95368932	15.17070814	62.21225894	82.03957494	896.6772679	64.37889502
AF191650	545.1100959	286.3961885	1076.6271	981.2355338	1826.852157	1019.955372	2252.234677	2670.420071	2882.273272	1077.362693	1580.606598	893.3239263	1272.608979	927.966507	892.2594589
AF191687	86.38822195	44.71741325	1300.925875	91.91889876	1598.011529	3329.548264	27.41331519	21.17101623	44.12570684	1055.635043	1066.798876	702.2159353	256.8361174	276.624685	19.99630852
AF191744	426.5749838	3774.720624	2212.263729	2596.11266	3215.927759	5107.252646	853.1740875	854.4695443	1400.255227	2170.763105	2303.769332	1221.980496	463.317705	1183.150312	2000.90891
AF192559	3176.835399	2978.100233	2339.658507	5249.233826	3050.479333	1567.95143	6105.11068	6312.227646	4070.12068	2040.145928	3495.769219	4175.043882	1348.340695	2107.263344	4482.701129
AF193050	27.08234969	372.7734936	3166.328882	255.8165792	69.25091612	641.0487328	15.13306792	36.83147061	120.0246186	2612.781519	2708.851514	1102.290416	1740.637438	1695.17797	89.75351832
AF193057	1724.800393	2082.440261	2100.884526	1856.765159	239.5060776	312.5908586	1388.005579	914.6267973	1635.213595	1815.307436	1599.250794	1551.113965	2401.125845	1265.549747	1394.373596
AF194971	536.0237899	629.3070535	150.0560297	907.796172	111.7712337	721.0494629	322.6363025	396.2514562	318.4231448	96.18946871	320.655851	344.9147457	54.10234161	106.3055452	742.6474525
AF195624	301.5123905	1071.061914	21.00217636	198.2975356	3489.219725	1379.137096	3246.381017	2649.806658	1689.43661	1035.98178	52.65997904	504.2387242	561.1766923	247.3779945	3350.61877
AF195764	14.7843215	1191.770104	1253.532354	170.024032	14.99529353	46.91602315	43.14750043	22.81682026	37.00799876	92.0525776	162.3784602	19.01460688	538.1852504	110.7147288	11.95249652
AF196185	198.8805854	1814.33174	1627.880553	915.108775	71.1663481	670.9618337	1593.153164	1677.420685	1979.309463	2759.491775	1753.57881	1524.696595	2133.121584	1246.669149	1315.371482
AF196186	59.43097936	2078.758091	534.3385967	1898.286767	1727.237053	1419.459356	1826.318889	1687.46197	1910.115319	3255.447927	2175.949626	1551.113965	2105.303233	1308.873295	1457.723675
AF196568	1626.720414	1426.30502	2240.904296	652.5451815	1401.435008	794.4316169	390.7272001	309.746473	203.3462113	732.0159	773.3459381	566.3084203	1855.805681	472.4818947	474.9387791
AF198620	7228.095849	5107.623096	7242.910905	5284.670231	6276.80686	7085.978882	4079.767646	5361.740231	6348.580174	5733.65759	5070.291579	5617.746635	9715.320736	6305.720174	7777.086635
AF199028	350.7354587	2589.401374	846.4851739	1923.278338	6926.022365	115.7282189	1352.645886	442.4360903	980.397765	342.5465832	257.6220245	965.0292976	34.37862614	56.21922765	1909.838918
AF199420	20.83508281	56.60037744	18.2550896	374.8872122	352.1787845	29.22857279	1112.298489	572.4454488	218.8932284	163.0606463	66.19185688	185.5863847	106.0983135	371.0861898	136.0507608
AF199458	28.17824385	116.2540795	21.15862177	147.2679748	322.8346973	43.03329932	311.8118897	158.3140968	104.1970242	229.2571157	92.8359789	296.9622169	174.6718024	16.72809747	350.9487167
AF201370	1105.146108	1620.52998	680.8062327	2274.392906	2649.042445	4338.6495	3016.752929	2548.098957	2616.077358	1694.445357	1241.964424	1974.049738	1020.500116	2006.92139	2683.883773
AF201385	1271.058441	694.6622254	196.5517542	186.2867951	549.6776973	626.4142856	97.66201894	120.2184134	183.2886537	1051.615201	315.247336	406.8850034	540.4622925	1115.423262	226.1941576
AF202145	144.8274392	2042.068321	708.6206825	1116.252076	1784.042759	1047.448409	1167.598895	1315.872375	1544.041075	2584.490594	1954.281686	2303.976411	1406.082429	1423.40124	1881.039438
AF202640	357.2885296	427.2635368	1099.303361	701.4846676	527.1334501	1294.019785	917.8087823	1079.433094	1388.641219	2252.040969	468.6201463	784.3566011	222.478237	41.97171721	978.252622
AF204269	567.9131207	155.7913791	2807.19654	424.5951386	489.1489851	4505.038938	33.04247544	38.48885556	807.4756953	2172.482681	1413.325836	1876.456511	4652.60495	1204.389689	44.66960146
AF205073	904.3546847	2053.185683	247.7971944	2094.591608	1183.150312	550.051199	630.9102345	822.0714266	755.554117	162.0904147	178.2962284	721.3741164	273.1082705	177.4183352	1458.315348
AF205718	761.6888113	2088.234181	1067.571638	1300.494608	477.3692076	5905.581804	829.2663671	523.5957096	757.1222437	2153.251991	2124.009687	821.0312459	842.593139	508.2172541	933.1568778
AF208043	2164.48226	3286.713264	634.191416	2575.80285	2764.254583	1124.326574	1815.696246	2455.524671	2251.025208	1499.411652	1389.656727	2227.036846	4796.195792	2428.564546	2636.023523
AF208111	215.4673075	1506.906661	1955.905828	1285.934183	1096.63863	1558.220825	326.4621425	899.0670515	1192.752613	1986.170269	1144.646136	1784.946544	1632.840367	244.5148854	2125.720748
AF210455	60.76298162	154.5861924	518.8977984	48.69407647	133.9609892	578.7249771	29.92366127	48.60473245	25.50735579	87.96362049	120.053511	34.05523136	67.53551559	2440.917255	53.70893493
AF210650	16.19616872	221.83561	31.71694158	30.83753443	78.95219021	64.85154205	148.184161	86.09677589	26.45511181	83.01044535	150.7756029	70.20829252	284.746418	43.71792291	84.80393636
AF211119	307.754816	358.4344587	209.0261832	426.229277	49.4041874	1160.533412	12.16680975	145.8541965	14.22071177	377.0894609	41.66785809	125.8990528	150.1049079	285.5199625	45.55608386
AF212234	158.7466231	487.4469989	336.4963134	417.9783821	76.85318672	107.1293578	293.0665474	283.1964831	196.3938735	487.6423415	31.12923018	51.41191802	1034.02056	482.6994662	66.93927925
AF212253	368.9369312	746.071924	140.0028413	1330.992705	1186.983768	556.3930212	2155.464615	2196.784632	2258.574266	1770.019587	1199.762649	784.3566011	727.3440645	1082.467661	1277.954564
AF212995	98.43312569	528.8143881	249.9237348	1350.413174	216.7704838	766.9293518	1544.576647	2049.008084	1454.803553	93.19376604	370.1789079	726.1612895	179.2793741	582.0040467	675.1971838
AF214738	39.08402429	69.44679476	18.86991089	38.68987393	1231.0657	18.81020651	68.86873995	87.99648564	70.90916351	36.6401006	20.71567751	43.56469162	83.79576932	100.1153234	24.73162789
AF216312	2907.273719	3130.270119	2959.973267	1203.228316	1668.259821	2507.447573	6947.815624	6341.2745	5396.585174	4427.925736	4772.752141	3284.769669	2445.746058	2260.549187	2541.142283
AF217509	254.1826095	995.9486124	433.7521452	1362.308884	1687.403263	1580.640306	255.3675454	690.0727484	893.3575217	898.2905179	752.2496631	659.0723989	951.132856	527.3052197	753.5492581
AF217751	198.8805854	186.2333339	139.1324821	72.79393191	293.8255775	326.8349119	50.72553778	43.79570371	21.30648243	62.62336973	42.96219531	19.01460688	17.60080712	42.82938327	25.61642889
AF217970	3232.257422	1772.967593	1438.440917	531.5191607	2203.543015	2437.989794	833.3767703	333.3775114	593.6131029	314.1715464	516.1897795	523.7732835	504.9573018	167.3333939	1962.960244
AF217973	123.0093555	82.39453807	304.4755292	161.8487772	60.9148142	24.79667275	296.4294279	117.5241311	388.9806134	704.0817186	269.9228135	151.4385574	854.1614599	387.8258916	131.2684037
AF217981	4807.607084	3202.647759	3715.220118	5728.340455	2101.538176	1048.016577	3982.974613	3979.137871	3826.13832	5739.583714	1737.821648	3183.432815	2083.39934	2362.33735	5470.654613
AF217984	616.7228228	2817.683785	728.2450533	2167.63428	159.6682444	322.2302918	2344.052515	2217.298937	1102.130673	475.6356456	631.0006036	906.1161	241.261747	1730.880188	1748.784622
AF217985	402.536112	799.7663802	537.7587668	1373.455802	100.247221	672.1323573	743.0199216	497.4648178	1346.533505	417.2670293	364.3842095	630.1402676	53.48506472	63.94922405	470.7153694
AF218001	2162.655053	2872.322037	227.0130298	2428.834433	1453.029022	2084.224248	971.1316642	639.0676771	534.2938961	33.27565143	56.01015974	127.8541832	16.79264983	172.5060406	1004.568742
AF218004	3911.870006	3129.533433	1190.196372	3017.982592	5164.535062	5085.156298	4531.287927	3129.692197	3841.0045	4658.027646	2653.152218	3148.123826	2050.153451	4089.297646	4239.115006
AF218008	1617.802428	1263.670241	469.4058821	743.7709955	1364.013994	221.0462831	1417.774337	936.1543549	821.0681444	308.5820338	54.84913209	86.83357872	119.0630317	498.9698894	1100.559833
AF218012	193.6077318	1490.948165	1405.229306	823.4766887	77.89383275	2771.415312	428.5579299	288.1890776	688.9453331	579.6568727	1853.883937	452.117654	108.3108688	705.8042564	451.9483624
AF218015	527.9377551	220.290352	57.86301366	812.4315444	1190.423376	611.5264619	187.6237479	239.3071266	707.4306285	74.00834452	21.40162422	124.9231995	793.8711086	169.8497194	588.292463
AF218016	2127.778874	1120.708996	253.2372653	1362.308884	900.6911487	198.1489748	319.6687607	264.6238917	313.504718	125.6136254	343.5411351	142.4963876	36.90849922	38.40773319	472.3291913
AF218021	15.42887924	72.41707043	417.3641655	177.504676	2059.427687	75.02247518	198.4946969	308.8277642	105.8881732	100.0249788	778.2797032	96.47722721	41.10168618	140.1210264	606.1735211
AF218022	24.04142834	1779.466125	93.85943954	2583.923403	136.3246868	2005.869906	1045.496982	793.5445359	690.0208384	111.526492	364.3842095	150.2960171	284.746418	783.5815079	363.3631208
AF218027	2194.726817	417.668909	188.8779404	549.0145586	862.6964466	131.6670792	312.4592181	329.3026459	59.35822431	58.95806121	109.0161289	39.63943337	34.37862614	25.52633182	1253.794957
AF218028	5218.711691	3995.61686	2303.564838	4265.89804	2316.332381	219.4945483	4738.606073	4248.140792	3375.765006	3605.508208	3655.738545	1723.490963	4555.762309	4633.685062	2069.014111
AF220021	548.0926043	149.2951255	116.4229746	68.53135024	718.5657757	557.7256473	114.3106562	250.709313	378.8372431	526.2445503	900.9507144	559.9279639	37.78293717	118.2574933	226.1941576
AF220152	138.1872468	145.3382762	26.60358822	1020.627944	288.8186994	82.73118892	835.3919396	899.9509107	416.0360396	119.7378038	492.2504898	138.3702009	22.33610526	633.9554984	803.6537014
AF220182	1396.336214	743.7952431	562.6551276	1176.443924	820.8293557	176.9043052	1000.958046	1578.620323	904.3179432	1289.218881	1654.905892	599.3578252	969.765511	1080.200734	925.5380827
AF220217	180.6159854	121.3350773	58.30086112	31.30371458	15.66401364	28.07518945	39.31568872	58.82356289	16.60069242	81.40657851	214.4306465	41.77200558	123.5926876	182.1777699	26.23591036
AF220234	389.9359706	145.3382762	111.924087	239.0654671	255.9989511	78.86570511	273.0808189	249.5979438	479.6786673	753.4721091	994.4970999	354.1401065	25.71270063	77.50811102	82.149433
AF220235	1407.658875	2014.792918	2026.241386	1159.929814	2640.145654	1408.03865	687.8938428	647.8470813	861.9431814	3792.95332	1921.335204	2021.412001	3227.392927	1269.461248	1107.884814
AF220263	56.9519129	36.00279443	153.1078376	97.01643401	42.40264173	22.52147678	23.6128088	27.48886978	66.37958518	162.0904147	2042.758656	21.00875964	24.32097426	56.21922765	14.83704785
AF220416	844.9082737	148.0095559	26.3812621	1525.776223	2147.79854	866.2866644	921.6208698	1451.956409	1389.587289	2022.942822	859.4199465	1150.61551	176.2080042	372.8861987	405.6854511
AF221098	15.96866016	15.10627074	887.6048552	403.2038484	351.1633235	1775.396811	703.3272872	890.2187418	1186.42067	1079.49624	1075.971898	150.2960171	303.2853309	575.1685079	761.0943704
AF221846	295.3412551	399.819014	51.42797533	101.6966473	207.3817678	191.372486	56.74408547	74.72719224	37.00799876	30.69617517	110.0006579	97.28469184	453.1252375	156.1427967	68.89486884
AF222345	257.3533055	1478.551485	896.3536524	751.3201804	180.0465055	960.0424925	449.614221	354.0048025	650.8608403	2612.781519	1212.925485	1474.462772	1128.157396	801.90657	670.3838689
AF222694	512.7792746	331.2970723	399.6075095	127.1060484	255.9989511	306.2752333	42.42675131	44.02557134	12.98135425	499.8909828	106.1644466	277.1006768	191.3955181	85.42531528	56.62208467
AF223357	573.641936	1289.332059	280.0960552	896.4025488	1126.779436	513.4663339	902.0897268	1185.169537	446.8741058	244.4915317	235.7900906	201.3466288	480.9053894	126.9606604	962.5958514
AF224759	767.0571042	2194.829337	821.4348445	2172.8766	2330.404756	700.1233002	1237.584222	1419.525367	2035.419228	4547.569781	2136.907672	1834.226972	1996.250824	588.2059608	3816.852815
AF225417	18.03725322	699.3571665	154.8781206	858.4360007	299.8615589	449.9921773	771.2280102	1160.75558	548.5968771	185.3203207	42.51348346	231.9083781	271.186613	196.0537207	1124.094221
AF225896	1425.924616	1931.250843	2273.848141	1570.272177	1462.409483	2365.301097	2936.319561	3888.358601	5809.544163	1877.546471	1571.838004	4454.871804	671.0137439	365.8709678	5178.006635
AF227969	3574.067646	1471.969544	608.1559071	296.656393	2891.557316	1008.838416	781.2631427	275.040073	378.1225359	96.76915907	132.29684	337.7088803	75.17689832	201.2005306	1178.557583
AF229166	1330.663873	272.7752523	153.1078376	80.64803744	315.3013383	490.5241231	195.5650107	117.8919646	35.71856487	48.02668948	164.7937071	53.52316007	35.17961266	48.70863384	131.2684037
AF229803	60.76298162	42.01038589	450.6348382	127.6543666	199.4540431	26.45174955	21.38306538	67.34662015	438.416888	1430.149989	704.272391	1230.419847	1509.070301	229.4621728	111.5796845
AF229804	52.30815652	46.96545335	2626.762855	143.7511131	350.0198047	117.2782861	193.2551712	268.5356663	207.541512	1051.615201	898.5065265	2085.113122	1378.658701	845.8159656	269.6861963
AF229834	147.1865259	515.9048936	119.4082296	758.6472908	169.829601	2960.910964	1233.829699	1841.256126	1403.475542	133.7275147	375.7430243	665.2202502	90.0307593	369.2020317	727.9432776
AF230406	7011.581242	7023.854837	1684.907075	4543.361579	3502.209669	6442.361129	2278.066131	4006.401916	1116.316646	1281.876254	259.1205194	849.75763	288.8132522	219.9450586	4079.473601
AF230408	1142.721603	474.547043	71.5495319	786.3059968	3084.173321	1602.450671	792.0609173	834.3168205	510.3662957	72.91757033	206.0798517	90.64953648	292.5097131	158.3493501	1326.706787
AF230496	854.4237578	1320.676348	47.06554239	30.83753443	163.6266239	2304.450793	2365.835085	226.6915872	1367.227962	2057.487536	1952.618365	89.90380056	914.0641314	230.7859744	504.2210543
AF230809	769.8193904	142.7068631	273.3644856	235.2707531	178.8080581	101.5180012	289.7642126	420.685043	63.65743206	37.26257021	265.3219289	197.3018986	49.72289539	21.24164941	272.0446711
AF230924	7600.344893	6773.237197	4053.459051	6348.310792	4247.145399	7384.129613	7608.083826	7957.208096	6870.847983	4079.674613	4534.921691	5838.127927	2359.792645	5197.483377	3782.520006
AF231056	2332.442157	1158.118293	1229.217953	2538.218186	1944.659969	2676.693776	2922.371303	2704.467133	3169.685905	2076.457734	3194.802366	1921.425878	145.2291518	532.6899122	3108.708883
AF231338	3370.51686	730.1035474	422.2881982	12.66610158	4509.602141	122.9456595	1608.714951	745.8318506	1101.404922	152.4548616	193.4144851	553.7259897	435.9156388	1882.973444	295.7449008
AF233442	254.1826095	1718.273077	784.2014414	1146.066923	188.8232003	166.8737577	1316.322979	1479.767604	1219.830263	541.8146638	318.6858502	734.9388752	248.3799939	278.1611981	930.3446014
AF234262	43.86931386	225.8603138	1010.920406	313.7588294	1194.590032	16.30185262	325.8069335	307.5167339	560.0762801	819.9179409	678.1040265	823.0626522	2019.010732	748.5227448	995.8200036
AF237775	8015.985849	5472.956747	1235.21264	6265.385287	2746.074757	3655.294893	3197.047085	3146.283714	3040.030569	3167.375062	3623.530849	1438.440917	310.9908549	6822.834275	2222.527188
AF239668	77.35286055	36.00279443	705.7765036	150.1629723	216.7704838	415.4063552	24.87990143	24.43874713	15.735711	770.6839568	573.5184531	395.4709421	147.7465694	168.562194	49.94287935
AF239726	807.1943372	854.4833643	425.6663059	759.6883861	1988.746854	1511.93897	480.0579028	581.4592298	97.84648454	331.8138185	349.5084288	621.8937107	160.6130056	303.7572611	798.3806775
AF239727	52.30815652	303.744733	230.1615551	555.6664621	710.318892	399.8074977	1668.584427	1767.553716	858.7940234	37.61833189	526.663083	825.1145533	442.4093381	1006.956059	656.0809497
AF239742	121.0521648	172.1503609	327.363269	1024.596262	127.9702311	248.5128925	532.2248319	540.2354332	471.2603574	980.7068624	52.65997904	215.217639	23.25624917	158.3493501	188.4940853
AF240698	36.72802687	26.75572579	203.6491257	32.49097135	18.30153198	701.8499444	1307.140337	58.39988436	486.6086129	153.2608953	360.5219501	967.3104382	1585.811096	343.263583	45.13500486
AF242522	1252.749665	444.8099877	261.1109695	1381.125409	690.9576781	424.7511843	1270.813862	1332.446686	1717.532551	240.9204522	503.4565604	862.2140801	33.53591458	48.70863384	1836.59157
AF242540	674.4404184	881.4388055	195.6740675	114.2210422	297.3999608	569.6243334	107.7138013	107.2465927	371.4213416	365.1444855	821.4106872	471.8403999	487.1703845	446.8501732	544.4162157
AF242772	101.9795882	16.84931318	23.62282097	11.15260001	36.00163656	13.19927305	74.2625183	41.39867654	90.50682572	284.107619	31.68542682	69.57393629	121.3350773	117.343592	38.02235012
AF244577	24.04142834	1459.291523	64.81707159	1918.453592	39.51202161	137.6962223	2585.369019	1268.106014	1011.773409	230.5815727	65.6041456	566.3084203	179.2793741	100.1153234	1672.924421
AF246287	1252.749665	1182.252548	724.1882049	1917.527152	2284.011969	1543.746693	2323.903108	1718.609099	3114.012141	1527.21504	1368.392812	2899.263889	392.9388089	2535.779989	3072.47158
AF247820	129.7250092	44.01118941	81.97942178	13.34404987	26.00269384	61.41926293	53.44323879	19.40293063	72.52044723	13.30806416	12.8258368	130.8389838	25.71270063	12.62143333	17.26239064
AF248041	679.6703301	29.67530886	27.96148246	90.92136972	16.92944681	19.13052008	49.64984445	669.9119643	91.97865811	22.10978029	60.54655431	110.5929132	53.48506472	42.40899999	210.9386362
AF248480	36.72802687	13.05733575	9.165580988	15.79887057	16.51511917	12.01550612	10.78964369	12.11000583	20.68283961	17.02977217	9.117290303	11.61338415	10.32443374	29.66864033	36.36731147
AF248481	107.613527	12.95785167	12.43446356	18.97004974	16.72736222	12.36162427	11.66512853	31.45243196	20.59430252	9.319778242	14.18355611	14.64311551	18.68716075	30.33138832	43.28323949
AF248965	54.68731886	18.8298506	212.5791398	460.6401452	53.02418038	87.90202309	898.5318073	730.4297868	706.7384606	239.75897	193.4144851	175.1895549	255.084139	147.5419825	767.8158141
AF249277	1471.820049	1671.493652	195.6740675	1148.448326	1743.093366	804.1757756	830.8591758	1182.482762	1426.101582	354.7655266	345.4342111	68.86215575	196.0107081	1330.116746	1485.093101
AF250321	2759.194079	2466.668573	358.3734983	2497.536918	918.7221026	2330.930479	2077.446522	2393.700206	767.2958402	682.3079997	843.1123657	260.828978	431.4212104	2244.195668	596.1430564
AF250920	30.66477879	2074.59679	1468.256967	1712.841146	3645.795174	4502.350231	3430.271467	4193.948489	2626.762855	2684.175794	2885.771305	4024.877815	2301.722721	1448.497118	2751.824924
AF251043	595.6900735	186.2333339	39.53339879	532.6044903	1183.150312	101.5180012	1996.764233	1551.039133	1990.224164	507.0862469	1428.695644	920.9197716	200.8956497	1925.618083	1430.278241
AF251047	12.97800547	19.36709131	14.50785937	15.79887057	15.85257015	13.32970883	12.0564488	15.84684606	13.85217189	18.55075541	47.09643624	24.93870337	26.95394557	38.40773319	13.33933115
AF251048	17.04701534	166.4448826	105.6943283	114.8740562	31.05996808	86.600459	91.25386538	18.82629133	49.57310626	70.05004286	25.27164994	1868.175051	440.1896555	147.5419825	84.80393636
AF251052	1291.475061	1385.133051	331.9694508	3641.665624	1084.376601	2067.048899	2477.933036	2487.564246	2219.696205	1911.086478	997.4811416	1793.466161	904.4180555	2825.091818	3961.613826
AF253515	2839.571928	693.4757653	1127.942958	1768.112784	2256.835529	539.1519543	1461.989326	1200.942733	1047.07215	1140.704863	2805.804742	1767.553716	341.3534368	588.2059608	382.0188791
AF255443	156.3696478	18.57636596	34.55049854	43.16091349	11.56164507	468.9910638	531.5378686	489.4382398	278.3754663	11.46745324	14.25081082	31.72488622	121.3350773	35.09248727	270.2142122
AF255565	1362.912126	1108.778758	315.6850486	771.6622892	1723.886143	257.4743192	1596.95471	2023.470124	2337.676499	597.5508108	444.344868	922.8612486	1978.331645	1388.675488	1373.822465
AF256215	1081.528055	75.29969056	757.7716787	887.7448916	89.48770877	13.32970883	573.6759809	618.9497615	652.5000691	460.0235846	649.9802953	848.0162431	617.4986665	1286.565967	321.4969606
AF257098	1103.416207	1087.408424	1537.101997	534.1957074	714.2386782	1209.088812	75.01509126	243.2657055	318.4231448	803.6848949	4751.1545	60.45507256	956.2482813	991.7535641	114.8863765
